,runNum,temp(K),surfOrient,Rs(ao),bubShape,lig(ao),maxPTime(ps),maxPress(bar),maxPHe,nv,reliefType
343_500K_011_Rs1ao_sph_lig1ao,343,500.0,011,1.0,sph,1.0,106.13875000000002,758187.7382499999,26.725,8,loopPunch
343_500K_011_Rs2ao_sph_lig1ao,343,500.0,011,2.0,sph,1.0,656.4852500000002,314131.9298,166.79500000000004,68,loopPunch
343_500K_011_Rs3ao_sph_lig1ao,343,500.0,011,3.0,sph,1.0,2171.73275,209848.67925000002,540.8450000000001,229,burst
343_500K_011_Rs4ao_sph_lig1ao,343,500.0,011,4.0,sph,1.0,4718.217749999998,157607.13215,1173.144999999999,541,burst
344_1000K_001_Rs1ao_sph_lig1ao,344,1000.0,001,1.0,sph,1.0,111.08925,667714.8129499998,26.715000000000003,8,burst
344_1000K_001_Rs2ao_sph_lig1ao,344,1000.0,001,2.0,sph,1.0,568.76225,222918.67105000003,146.2550000000001,67,burst
344_1000K_001_Rs3ao_sph_lig1ao,344,1000.0,001,3.0,sph,1.0,1233.36625,99627.88001000001,342.17499999999984,229,burst
344_1000K_001_Rs4ao_sph_lig1ao,344,1000.0,001,4.0,sph,1.0,2850.1487500000003,81157.28234499997,774.525,540,burst
344_1000K_011_Rs1ao_sph_lig1ao,344,1000.0,011,1.0,sph,1.0,83.66324999999999,593055.6560000001,21.235,7,loopPunch
344_1000K_011_Rs2ao_sph_lig1ao,344,1000.0,011,2.0,sph,1.0,698.91075,286341.802,172.28500000000008,69,loopPunch
344_1000K_011_Rs3ao_sph_lig1ao,344,1000.0,011,3.0,sph,1.0,1766.68325,170803.8484,446.83500000000004,222,burst
344_1000K_011_Rs4ao_sph_lig1ao,344,1000.0,011,4.0,sph,1.0,4096.43575,138079.96854999996,1020.785,531,burst
344_1500K_001_Rs1ao_sph_lig1ao,344,1500.0,001,1.0,sph,1.0,78.76225000000001,559335.4267500002,19.255000000000013,7,burst
344_1500K_001_Rs2ao_sph_lig1ao,344,1500.0,001,2.0,sph,1.0,369.90074999999996,153942.45535,105.48500000000001,72,burst
344_1500K_001_Rs3ao_sph_lig1ao,344,1500.0,001,3.0,sph,1.0,602.42575,56502.372845000005,206.9849999999999,225,burst
344_1500K_001_Rs4ao_sph_lig1ao,344,1500.0,001,4.0,sph,1.0,1915.29725,52978.407295,569.5550000000004,541,burst
344_1500K_011_Rs1ao_sph_lig1ao,344,1500.0,011,1.0,sph,1.0,58.613749999999996,471907.93254999997,16.225000000000005,9,burst
344_1500K_011_Rs2ao_sph_lig1ao,344,1500.0,011,2.0,sph,1.0,586.5842500000001,258444.50620000003,146.8150000000001,66,burst
344_1500K_011_Rs3ao_sph_lig1ao,344,1500.0,011,3.0,sph,1.0,1700.2972500000003,153690.1559,428.55499999999984,231,burst
344_1500K_011_Rs4ao_sph_lig1ao,344,1500.0,011,4.0,sph,1.0,3613.16825,115505.00899999999,909.1349999999996,539,burst
344_2000K_001_Rs1ao_sph_lig1ao,344,2000.0,001,1.0,sph,1.0,45.594249999999995,425104.7558500001,13.614999999999991,9,burst
344_2000K_001_Rs2ao_sph_lig1ao,344,2000.0,001,2.0,sph,1.0,248.76225000000002,135759.47370000003,77.975,69,burst
344_2000K_001_Rs3ao_sph_lig1ao,344,2000.0,001,3.0,sph,1.0,536.8812499999999,53291.409779999994,188.87499999999991,231,burst
344_2000K_001_Rs4ao_sph_lig1ao,344,2000.0,001,4.0,sph,1.0,1366.7822499999997,46040.839159999996,442.85500000000013,533,burst
344_2000K_011_Rs2ao_sph_lig1ao,344,2000.0,011,2.0,sph,1.0,579.00975,231776.51554999998,143.30499999999995,68,burst
344_2000K_011_Rs3ao_sph_lig1ao,344,2000.0,011,3.0,sph,1.0,1468.66325,116650.22697500001,374.235,227,loopPunch
344_2000K_011_Rs4ao_sph_lig1ao,344,2000.0,011,4.0,sph,1.0,1701.68325,57040.049380000004,509.83500000000015,534,burst
344_2500K_001_Rs1ao_sph_lig1ao,344,2500.0,001,1.0,sph,1.0,16.534750000000003,187006.81438499995,7.804999999999998,10,burst
344_2500K_001_Rs2ao_sph_lig1ao,344,2500.0,001,2.0,sph,1.0,199.50475,131926.51107,63.404999999999994,62,burst
344_2500K_011_Rs2ao_sph_lig1ao,344,2500.0,011,2.0,sph,1.0,142.12875000000003,125679.95870000002,53.92499999999999,67,burst
344_2500K_011_Rs4ao_sph_lig1ao,344,2500.0,011,4.0,sph,1.0,1104.20775,45206.813859999995,378.3449999999998,534,burst
344_500K_001_Rs1ao_sph_lig1ao,344,500.0,001,1.0,sph,1.0,117.72275000000002,526817.36195,31.044999999999998,11,burst
344_500K_001_Rs2ao_sph_lig1ao,344,500.0,001,2.0,sph,1.0,649.60375,293990.9495,166.42500000000013,69,burst
344_500K_001_Rs3ao_sph_lig1ao,344,500.0,001,3.0,sph,1.0,2071.1882500000006,188507.7956,519.7350000000002,227,burst
344_500K_001_Rs4ao_sph_lig1ao,344,500.0,001,4.0,sph,1.0,3656.0397500000004,109080.61980000001,958.7049999999997,535,burst
344_500K_011_Rs1ao_sph_lig1ao,344,500.0,011,1.0,sph,1.0,103.86125000000001,599439.0978500001,26.275000000000013,8,loopPunch
344_500K_011_Rs2ao_sph_lig1ao,344,500.0,011,2.0,sph,1.0,691.33675,330594.05065,173.765,68,burst
344_500K_011_Rs3ao_sph_lig1ao,344,500.0,011,3.0,sph,1.0,1969.80175,197301.6059,497.4649999999999,222,burst
344_500K_011_Rs4ao_sph_lig1ao,344,500.0,011,4.0,sph,1.0,4717.871250000002,163008.1823,1172.0749999999998,537,burst
345_1000K_001_Rs1ao_sph_lig1ao,345,1000.0,001,1.0,sph,1.0,112.27725,503621.3006,27.954999999999995,10,burst
345_1000K_001_Rs2ao_sph_lig1ao,345,1000.0,001,2.0,sph,1.0,566.8812499999999,252757.77699999994,144.87499999999991,65,burst
345_1000K_001_Rs3ao_sph_lig1ao,345,1000.0,001,3.0,sph,1.0,1455.9902500000003,120693.8931,386.69499999999994,228,burst
345_1000K_001_Rs4ao_sph_lig1ao,345,1000.0,001,4.0,sph,1.0,2831.7822499999997,77037.25992499998,771.8550000000001,541,burst
345_1000K_011_Rs1ao_sph_lig1ao,345,1000.0,011,1.0,sph,1.0,108.56424999999999,655486.5728000001,26.215000000000014,8,loopPunch
345_1000K_011_Rs2ao_sph_lig1ao,345,1000.0,011,2.0,sph,1.0,686.08925,275866.1058999999,170.71500000000015,71,loopPunch
345_1000K_011_Rs3ao_sph_lig1ao,345,1000.0,011,3.0,sph,1.0,1842.32675,174732.49175000002,461.965,224,burst
345_1000K_011_Rs4ao_sph_lig1ao,345,1000.0,011,4.0,sph,1.0,3887.27725,124739.32019999999,981.9549999999996,539,burst
345_1500K_001_Rs1ao_sph_lig1ao,345,1500.0,001,1.0,sph,1.0,89.80175,571682.0826500001,21.465,7,burst
345_1500K_001_Rs2ao_sph_lig1ao,345,1500.0,001,2.0,sph,1.0,415.0497499999999,214338.15855000002,113.58500000000001,71,burst
345_1500K_001_Rs3ao_sph_lig1ao,345,1500.0,001,3.0,sph,1.0,1144.15825,99908.73133500002,316.3349999999999,228,burst
345_1500K_001_Rs4ao_sph_lig1ao,345,1500.0,001,4.0,sph,1.0,2076.88125,60122.562635,600.8749999999999,536,burst
345_1500K_011_Rs1ao_sph_lig1ao,345,1500.0,011,1.0,sph,1.0,89.20775,507869.5005,22.344999999999988,8,burst
345_1500K_011_Rs2ao_sph_lig1ao,345,1500.0,011,2.0,sph,1.0,655.2972500000001,262882.31685000006,161.555,69,burst
345_1500K_011_Rs3ao_sph_lig1ao,345,1500.0,011,3.0,sph,1.0,1562.92075,138815.2116,399.0849999999999,227,burst
345_1500K_011_Rs4ao_sph_lig1ao,345,1500.0,011,4.0,sph,1.0,3227.2277500000005,100694.58674500002,831.9449999999996,540,burst
345_2000K_001_Rs1ao_sph_lig1ao,345,2000.0,001,1.0,sph,1.0,63.06925000000001,411700.60670000006,17.115,9,burst
345_2000K_001_Rs2ao_sph_lig1ao,345,2000.0,001,2.0,sph,1.0,187.12875000000003,100014.01071000002,64.925,68,burst
345_2000K_001_Rs3ao_sph_lig1ao,345,2000.0,001,3.0,sph,1.0,705.99025,76456.888245,220.69500000000016,226,burst
345_2000K_001_Rs4ao_sph_lig1ao,345,2000.0,001,4.0,sph,1.0,1725.54475,54627.45896999999,516.59,542,burst
345_2000K_011_Rs1ao_sph_lig1ao,345,2000.0,011,1.0,sph,1.0,61.13875,365752.0276,17.724999999999987,10,burst
345_2000K_011_Rs2ao_sph_lig1ao,345,2000.0,011,2.0,sph,1.0,470.0,201963.5041,120.17999999999995,65,burst
345_2000K_011_Rs3ao_sph_lig1ao,345,2000.0,011,3.0,sph,1.0,1442.7227500000001,133317.81045,367.04499999999985,223,burst
345_2500K_001_Rs1ao_sph_lig1ao,345,2500.0,001,1.0,sph,1.0,25.54475,278926.37019999995,8.605000000000006,8,burst
345_2500K_001_Rs2ao_sph_lig1ao,345,2500.0,001,2.0,sph,1.0,180.24775000000002,146660.31076999998,61.545,67,burst
345_2500K_001_Rs3ao_sph_lig1ao,345,2500.0,001,3.0,sph,1.0,268.51475,42414.984935000015,127.20499999999998,223,burst
345_2500K_011_Rs1ao_sph_lig1ao,345,2500.0,011,1.0,sph,1.0,46.18824999999999,368902.8726,12.735,7,burst
345_2500K_011_Rs2ao_sph_lig1ao,345,2500.0,011,2.0,sph,1.0,212.22775,153944.69615,67.945,68,burst
345_500K_001_Rs1ao_sph_lig1ao,345,500.0,001,1.0,sph,1.0,100.39625000000001,861260.0632499999,24.574999999999992,6,burst
345_500K_001_Rs2ao_sph_lig1ao,345,500.0,001,2.0,sph,1.0,609.70275,261409.63000000003,157.44499999999994,68,burst
345_500K_001_Rs3ao_sph_lig1ao,345,500.0,001,3.0,sph,1.0,1878.51475,170024.98375,480.2049999999998,223,burst
345_500K_001_Rs4ao_sph_lig1ao,345,500.0,001,4.0,sph,1.0,3997.7227500000004,122400.30244999999,1025.045,531,burst
345_500K_011_Rs1ao_sph_lig1ao,345,500.0,011,1.0,sph,1.0,116.58425000000001,679401.5883000001,28.81499999999999,9,loopPunch
345_500K_011_Rs2ao_sph_lig1ao,345,500.0,011,2.0,sph,1.0,707.87125,346950.91370000003,177.0749999999999,66,burst
345_500K_011_Rs3ao_sph_lig1ao,345,500.0,011,3.0,sph,1.0,2079.00975,199416.53725,521.3050000000001,227,burst
345_500K_011_Rs4ao_sph_lig1ao,345,500.0,011,4.0,sph,1.0,4725.891250000002,159750.53840000005,1175.6750000000002,544,burst
346_1000K_001_Rs1ao_sph_lig1ao,346,1000.0,001,1.0,sph,1.0,95.84175000000002,510408.03419999994,24.664999999999992,9,burst
346_1000K_001_Rs2ao_sph_lig1ao,346,1000.0,001,2.0,sph,1.0,465.49524999999994,209758.39450000002,125.59500000000003,67,burst
346_1000K_001_Rs3ao_sph_lig1ao,346,1000.0,001,3.0,sph,1.0,1460.84175,123790.62694999999,386.66499999999996,226,burst
346_1000K_001_Rs4ao_sph_lig1ao,346,1000.0,001,4.0,sph,1.0,3603.8612500000004,106061.317355,925.2750000000002,538,burst
346_1000K_011_Rs2ao_sph_lig1ao,346,1000.0,011,2.0,sph,1.0,593.11875,287246.6188499999,148.12500000000006,62,burst
346_1000K_011_Rs3ao_sph_lig1ao,346,1000.0,011,3.0,sph,1.0,1827.42575,174854.99094999998,458.9850000000002,223,loopPunch
346_1000K_011_Rs4ao_sph_lig1ao,346,1000.0,011,4.0,sph,1.0,4139.85125,137900.0413,1031.4749999999997,536,burst
346_1500K_001_Rs1ao_sph_lig1ao,346,1500.0,001,1.0,sph,1.0,71.43575000000001,566731.9045999999,17.78499999999999,7,burst
346_1500K_001_Rs2ao_sph_lig1ao,346,1500.0,001,2.0,sph,1.0,323.31675,150908.45455,93.16499999999996,65,burst
346_1500K_001_Rs4ao_sph_lig1ao,346,1500.0,001,4.0,sph,1.0,2310.59425,67616.52132,647.615,536,burst
346_1500K_011_Rs1ao_sph_lig1ao,346,1500.0,011,1.0,sph,1.0,80.99025,528542.366,19.695000000000004,7,burst
346_1500K_011_Rs2ao_sph_lig1ao,346,1500.0,011,2.0,sph,1.0,640.29725,263567.27045000007,157.5549999999999,68,burst
346_1500K_011_Rs3ao_sph_lig1ao,346,1500.0,011,3.0,sph,1.0,1585.69325,145132.46395,403.6349999999998,226,burst
346_1500K_011_Rs4ao_sph_lig1ao,346,1500.0,011,4.0,sph,1.0,3572.27725,115878.78500000003,899.955,536,burst
346_2000K_001_Rs1ao_sph_lig1ao,346,2000.0,001,1.0,sph,1.0,44.85125000000001,407524.3774499999,13.475,8,burst
346_2000K_001_Rs2ao_sph_lig1ao,346,2000.0,001,2.0,sph,1.0,173.16825000000003,109370.36510999998,62.134999999999984,67,burst
346_2000K_001_Rs3ao_sph_lig1ao,346,2000.0,001,3.0,sph,1.0,557.5742499999999,59019.861370000006,193.01500000000001,231,burst
346_2000K_001_Rs4ao_sph_lig1ao,346,2000.0,001,4.0,sph,1.0,916.9802500000001,32630.455769999997,354.89499999999987,540,burst
346_2000K_011_Rs1ao_sph_lig1ao,346,2000.0,011,1.0,sph,1.0,100.44575000000002,438212.17065,25.585000000000004,10,burst
346_2000K_011_Rs2ao_sph_lig1ao,346,2000.0,011,2.0,sph,1.0,479.00975000000005,202666.19499999995,123.30500000000006,68,burst
346_2000K_011_Rs3ao_sph_lig1ao,346,2000.0,011,3.0,sph,1.0,1409.90075,128599.1421,362.485,227,burst
346_2000K_011_Rs4ao_sph_lig1ao,346,2000.0,011,4.0,sph,1.0,2621.2377500000007,84045.89978499999,693.7450000000001,532,burst
346_2500K_001_Rs1ao_sph_lig1ao,346,2500.0,001,1.0,sph,1.0,18.316750000000003,78332.3116834,8.165,10,burst
346_2500K_001_Rs2ao_sph_lig1ao,346,2500.0,001,2.0,sph,1.0,225.94075,145243.28264999998,70.685,66,burst
346_2500K_011_Rs1ao_sph_lig1ao,346,2500.0,011,1.0,sph,1.0,42.722750000000005,364205.7524,12.044999999999995,7,burst
346_2500K_011_Rs2ao_sph_lig1ao,346,2500.0,011,2.0,sph,1.0,131.33675000000002,93177.54595,49.76500000000002,61,burst
346_2500K_011_Rs3ao_sph_lig1ao,346,2500.0,011,3.0,sph,1.0,495.69325000000003,61827.74997,172.63500000000005,223,burst
346_500K_001_Rs1ao_sph_lig1ao,346,500.0,001,1.0,sph,1.0,104.80174999999998,601031.2219499999,26.465000000000014,9,burst
346_500K_001_Rs2ao_sph_lig1ao,346,500.0,001,2.0,sph,1.0,577.62375,273462.8339499999,152.0249999999999,69,burst
346_500K_001_Rs3ao_sph_lig1ao,346,500.0,001,3.0,sph,1.0,1734.2572500000003,150851.1748,453.35499999999985,230,burst
346_500K_001_Rs4ao_sph_lig1ao,346,500.0,001,4.0,sph,1.0,4326.38625,130207.09185,1093.7749999999992,539,burst
346_500K_011_Rs1ao_sph_lig1ao,346,500.0,011,1.0,sph,1.0,100.59425,764845.30865,25.615000000000006,8,loopPunch
346_500K_011_Rs2ao_sph_lig1ao,346,500.0,011,2.0,sph,1.0,670.19825,323659.6756,169.5349999999999,68,burst
346_500K_011_Rs3ao_sph_lig1ao,346,500.0,011,3.0,sph,1.0,2095.44575,199351.9184,523.5850000000002,225,burst
346_500K_011_Rs4ao_sph_lig1ao,346,500.0,011,4.0,sph,1.0,4459.554250000001,151248.331,1118.4150000000004,533,loopPunch
347_1000K_001_Rs1ao_sph_lig1ao,347,1000.0,001,1.0,sph,1.0,88.56425000000002,504051.98509999993,23.215000000000014,9,burst
347_1000K_001_Rs2ao_sph_lig1ao,347,1000.0,001,2.0,sph,1.0,466.33675,195117.3379,125.76500000000001,68,burst
347_1000K_001_Rs3ao_sph_lig1ao,347,1000.0,001,3.0,sph,1.0,993.51475,79823.047,295.20500000000015,231,burst
347_1000K_001_Rs4ao_sph_lig1ao,347,1000.0,001,4.0,sph,1.0,2765.9407500000007,77123.64351,757.6849999999996,539,burst
347_1000K_011_Rs1ao_sph_lig1ao,347,1000.0,011,1.0,sph,1.0,100.54475000000001,515908.22760000004,25.605000000000008,9,loopPunch
347_1000K_011_Rs2ao_sph_lig1ao,347,1000.0,011,2.0,sph,1.0,598.9107500000001,285675.81610000005,151.2849999999999,65,burst
347_1000K_011_Rs3ao_sph_lig1ao,347,1000.0,011,3.0,sph,1.0,1753.36625,167698.10504999998,444.1750000000003,222,loopPunch
347_1000K_011_Rs4ao_sph_lig1ao,347,1000.0,011,4.0,sph,1.0,4130.64375,139339.18870000003,1026.6249999999998,528,burst
347_1500K_001_Rs1ao_sph_lig1ao,347,1500.0,001,1.0,sph,1.0,68.11875000000002,453993.65524999995,18.12499999999999,8,burst
347_1500K_001_Rs2ao_sph_lig1ao,347,1500.0,001,2.0,sph,1.0,394.75225,156981.88829999996,108.45500000000001,66,burst
347_1500K_001_Rs3ao_sph_lig1ao,347,1500.0,001,3.0,sph,1.0,745.4457500000001,67376.99311,235.58499999999998,225,burst
347_1500K_001_Rs4ao_sph_lig1ao,347,1500.0,001,4.0,sph,1.0,2188.7622499999998,62781.26811499999,624.255,540,burst
347_1500K_011_Rs1ao_sph_lig1ao,347,1500.0,011,1.0,sph,1.0,92.72274999999999,511904.0636,23.045000000000012,8,burst
347_1500K_011_Rs2ao_sph_lig1ao,347,1500.0,011,2.0,sph,1.0,528.16825,236052.74229999998,134.1350000000001,65,burst
347_1500K_011_Rs3ao_sph_lig1ao,347,1500.0,011,3.0,sph,1.0,1618.36625,150724.50950000001,409.1750000000002,224,burst
347_1500K_011_Rs4ao_sph_lig1ao,347,1500.0,011,4.0,sph,1.0,3397.1287500000003,109149.6757,862.9250000000005,530,burst
347_2000K_001_Rs1ao_sph_lig1ao,347,2000.0,001,1.0,sph,1.0,50.34675,419677.93080000003,14.564999999999998,9,burst
347_2000K_001_Rs2ao_sph_lig1ao,347,2000.0,001,2.0,sph,1.0,280.04975,148254.58469999998,81.08000000000001,63,burst
347_2000K_001_Rs3ao_sph_lig1ao,347,2000.0,001,3.0,sph,1.0,843.56425,83707.75368,248.215,226,burst
347_2000K_001_Rs4ao_sph_lig1ao,347,2000.0,001,4.0,sph,1.0,1534.5047499999998,50522.50581,475.40499999999986,530,burst
347_2000K_011_Rs2ao_sph_lig1ao,347,2000.0,011,2.0,sph,1.0,519.0097499999999,237814.35055,129.30500000000006,62,loopPunch
347_2000K_011_Rs3ao_sph_lig1ao,347,2000.0,011,3.0,sph,1.0,1409.3067500000002,128897.37329999999,360.36500000000007,223,burst
347_2000K_011_Rs4ao_sph_lig1ao,347,2000.0,011,4.0,sph,1.0,2936.53475,91771.27042999999,758.8049999999997,541,burst
347_2500K_001_Rs2ao_sph_lig1ao,347,2500.0,001,2.0,sph,1.0,109.70275,92542.26857499998,48.444999999999986,70,burst
347_2500K_001_Rs3ao_sph_lig1ao,347,2500.0,001,3.0,sph,1.0,218.66325,31023.920385,117.23500000000001,223,burst
347_2500K_011_Rs2ao_sph_lig1ao,347,2500.0,011,2.0,sph,1.0,203.91075000000004,144932.60614,65.285,63,burst
347_2500K_011_Rs3ao_sph_lig1ao,347,2500.0,011,3.0,sph,1.0,1077.7722500000002,101082.89545,289.05499999999995,223,burst
347_2500K_011_Rs4ao_sph_lig1ao,347,2500.0,011,4.0,sph,1.0,381.38625,22824.94286,233.7750000000001,534,burst
347_500K_001_Rs1ao_sph_lig1ao,347,500.0,001,1.0,sph,1.0,100.79225000000001,727914.7342500001,24.654999999999994,7,burst
347_500K_001_Rs2ao_sph_lig1ao,347,500.0,001,2.0,sph,1.0,625.39625,286463.5005500001,161.575,69,burst
347_500K_001_Rs3ao_sph_lig1ao,347,500.0,001,3.0,sph,1.0,1605.4952500000002,142036.9257,427.5949999999999,230,burst
347_500K_001_Rs4ao_sph_lig1ao,347,500.0,001,4.0,sph,1.0,4401.98025,133444.84305000002,1108.8949999999995,537,burst
347_500K_011_Rs1ao_sph_lig1ao,347,500.0,011,1.0,sph,1.0,101.53475,591328.0105499999,25.805000000000007,8,loopPunch
347_500K_011_Rs2ao_sph_lig1ao,347,500.0,011,2.0,sph,1.0,671.8317499999999,324275.7963500001,169.8649999999999,68,burst
347_500K_011_Rs3ao_sph_lig1ao,347,500.0,011,3.0,sph,1.0,2102.7227499999995,206736.21214999998,525.045,225,burst
347_500K_011_Rs4ao_sph_lig1ao,347,500.0,011,4.0,sph,1.0,4682.920750000001,160346.28704999998,1164.0850000000005,535,burst
348_1000K_001_Rs1ao_sph_lig1ao,348,1000.0,001,1.0,sph,1.0,106.88125,643094.0062499999,25.87500000000001,8,burst
348_1000K_001_Rs2ao_sph_lig1ao,348,1000.0,001,2.0,sph,1.0,397.52475000000004,183345.14755000005,112.005,68,burst
348_1000K_001_Rs3ao_sph_lig1ao,348,1000.0,001,3.0,sph,1.0,1344.50475,110260.64465,364.40499999999986,229,burst
348_1000K_001_Rs4ao_sph_lig1ao,348,1000.0,001,4.0,sph,1.0,2602.0792500000007,69862.26917500001,724.9150000000001,540,burst
348_1000K_011_Rs1ao_sph_lig1ao,348,1000.0,011,1.0,sph,1.0,99.75224999999999,485690.3857,24.455000000000002,8,loopPunch
348_1000K_011_Rs2ao_sph_lig1ao,348,1000.0,011,2.0,sph,1.0,647.87125,271976.15815000003,162.07499999999993,69,loopPunch
348_1000K_011_Rs3ao_sph_lig1ao,348,1000.0,011,3.0,sph,1.0,1872.8712500000001,172934.70660000003,471.0750000000001,230,burst
348_1000K_011_Rs4ao_sph_lig1ao,348,1000.0,011,4.0,sph,1.0,4155.544749999999,137031.00845000002,1033.6049999999998,534,burst
348_1500K_001_Rs1ao_sph_lig1ao,348,1500.0,001,1.0,sph,1.0,57.574250000000006,436527.60000000003,16.015000000000004,9,burst
348_1500K_001_Rs2ao_sph_lig1ao,348,1500.0,001,2.0,sph,1.0,499.90075,192742.70630000002,131.48499999999999,71,burst
348_1500K_001_Rs3ao_sph_lig1ao,348,1500.0,001,3.0,sph,1.0,1433.36625,114021.91136499999,375.17499999999995,231,burst
348_1500K_001_Rs4ao_sph_lig1ao,348,1500.0,001,4.0,sph,1.0,1562.72275,42765.018495000004,500.04499999999996,543,burst
348_1500K_011_Rs2ao_sph_lig1ao,348,1500.0,011,2.0,sph,1.0,625.2477500000001,262569.94425,154.54500000000007,66,burst
348_1500K_011_Rs3ao_sph_lig1ao,348,1500.0,011,3.0,sph,1.0,1525.79225,137200.35244999995,391.65499999999986,226,burst
348_1500K_011_Rs4ao_sph_lig1ao,348,1500.0,011,4.0,sph,1.0,3557.72275,115690.32410000001,895.0450000000002,529,burst
348_2000K_001_Rs1ao_sph_lig1ao,348,2000.0,001,1.0,sph,1.0,69.10875,426504.59125000006,18.32499999999999,8,burst
348_2000K_001_Rs2ao_sph_lig1ao,348,2000.0,001,2.0,sph,1.0,184.15825,96408.874555,65.335,69,burst
348_2000K_001_Rs4ao_sph_lig1ao,348,2000.0,001,4.0,sph,1.0,589.20775,24661.21277,288.255,538,burst
348_2000K_011_Rs1ao_sph_lig1ao,348,2000.0,011,1.0,sph,1.0,45.099250000000005,423046.85185,13.514999999999999,8,burst
348_2000K_011_Rs2ao_sph_lig1ao,348,2000.0,011,2.0,sph,1.0,492.32675000000006,202488.16,125.96500000000003,68,burst
348_2000K_011_Rs3ao_sph_lig1ao,348,2000.0,011,3.0,sph,1.0,1422.67325,125148.50682500002,366.03499999999985,232,burst
348_2000K_011_Rs4ao_sph_lig1ao,348,2000.0,011,4.0,sph,1.0,3062.5247499999996,98629.88498,780.0049999999998,527,burst
348_2500K_001_Rs2ao_sph_lig1ao,348,2500.0,001,2.0,sph,1.0,155.99025000000003,121158.277445,56.695,68,burst
348_2500K_011_Rs2ao_sph_lig1ao,348,2500.0,011,2.0,sph,1.0,205.74275,151793.6,66.64500000000002,66,burst
348_500K_001_Rs1ao_sph_lig1ao,348,500.0,001,1.0,sph,1.0,130.74275,516516.81035000004,33.644999999999975,11,burst
348_500K_001_Rs2ao_sph_lig1ao,348,500.0,001,2.0,sph,1.0,564.0097499999999,274389.07910000003,149.305,69,burst
348_500K_001_Rs3ao_sph_lig1ao,348,500.0,001,3.0,sph,1.0,1697.77225,156220.64325000002,444.0550000000003,223,burst
348_500K_001_Rs4ao_sph_lig1ao,348,500.0,001,4.0,sph,1.0,4126.53475,128228.36025000001,1051.8050000000005,534,burst
348_500K_011_Rs1ao_sph_lig1ao,348,500.0,011,1.0,sph,1.0,133.46525,704864.2688000001,32.195,9,burst
348_500K_011_Rs2ao_sph_lig1ao,348,500.0,011,2.0,sph,1.0,656.4852500000002,322008.22820000007,166.79500000000004,67,burst
348_500K_011_Rs3ao_sph_lig1ao,348,500.0,011,3.0,sph,1.0,2136.38625,211686.2806,531.7749999999997,225,burst
348_500K_011_Rs4ao_sph_lig1ao,348,500.0,011,4.0,sph,1.0,4604.801749999999,157737.9386,1149.4650000000001,537,burst
349_1000K_001_Rs1ao_sph_lig1ao,349,1000.0,001,1.0,sph,1.0,94.05924999999999,439036.8432,24.315,9,burst
349_1000K_001_Rs2ao_sph_lig1ao,349,1000.0,001,2.0,sph,1.0,516.0397499999999,239680.70385,134.70500000000004,66,burst
349_1000K_001_Rs3ao_sph_lig1ao,349,1000.0,001,3.0,sph,1.0,1659.75225,137734.35590000002,427.4549999999999,229,burst
349_1000K_001_Rs4ao_sph_lig1ao,349,1000.0,001,4.0,sph,1.0,3395.9407499999998,100939.25296,883.6849999999997,539,burst
349_1000K_011_Rs1ao_sph_lig1ao,349,1000.0,011,1.0,sph,1.0,74.80175000000001,580377.2464000001,19.465000000000014,7,burst
349_1000K_011_Rs2ao_sph_lig1ao,349,1000.0,011,2.0,sph,1.0,607.52475,260697.67250000002,154.005,69,loopPunch
349_1000K_011_Rs3ao_sph_lig1ao,349,1000.0,011,3.0,sph,1.0,1856.98025,172636.31430000003,465.89499999999975,225,loopPunch
349_1000K_011_Rs4ao_sph_lig1ao,349,1000.0,011,4.0,sph,1.0,4058.6632500000005,133489.3309,1014.2350000000005,534,burst
349_1500K_001_Rs1ao_sph_lig1ao,349,1500.0,001,1.0,sph,1.0,68.56425,459401.63340000005,18.21499999999999,8,burst
349_1500K_001_Rs2ao_sph_lig1ao,349,1500.0,001,2.0,sph,1.0,250.04975,118258.37644500002,79.32499999999996,68,burst
349_1500K_001_Rs3ao_sph_lig1ao,349,1500.0,001,3.0,sph,1.0,1156.6832499999998,107523.74435499999,315.8349999999998,220,burst
349_1500K_001_Rs4ao_sph_lig1ao,349,1500.0,001,4.0,sph,1.0,3138.36625,94059.795945,813.1750000000005,536,burst
349_1500K_011_Rs1ao_sph_lig1ao,349,1500.0,011,1.0,sph,1.0,84.30675000000001,447568.32554999995,21.365,8,loopPunch
349_1500K_011_Rs2ao_sph_lig1ao,349,1500.0,011,2.0,sph,1.0,485.14875,212657.1174,126.525,67,loopPunch
349_1500K_011_Rs3ao_sph_lig1ao,349,1500.0,011,3.0,sph,1.0,1617.4752500000002,144856.742,409.9950000000001,225,burst
349_1500K_011_Rs4ao_sph_lig1ao,349,1500.0,011,4.0,sph,1.0,3462.6237499999997,108730.50119999998,880.0249999999997,543,burst
349_2000K_001_Rs1ao_sph_lig1ao,349,2000.0,001,1.0,sph,1.0,53.26725,423069.7828,14.154999999999992,7,burst
349_2000K_001_Rs2ao_sph_lig1ao,349,2000.0,001,2.0,sph,1.0,274.40575,182199.94505000007,80.38500000000002,62,burst
349_2000K_001_Rs3ao_sph_lig1ao,349,2000.0,001,3.0,sph,1.0,534.85125,54205.950690000005,189.47499999999985,234,burst
349_2000K_011_Rs1ao_sph_lig1ao,349,2000.0,011,1.0,sph,1.0,27.12875,395659.6682000001,8.925000000000004,6,burst
