,runNum,temp(K),surfOrient,Rs(ao),bubShape,lig(ao),maxPTime(ps),maxPress(bar),maxPHe,nv,reliefType
349_2000K_011_Rs2ao_sph_lig1ao,349,2000.0,011,2.0,sph,1.0,217.37625000000006,117337.02387500001,72.97500000000005,72,burst
349_2000K_011_Rs3ao_sph_lig1ao,349,2000.0,011,3.0,sph,1.0,1532.27725,141011.02855,386.95500000000004,227,burst
349_2000K_011_Rs4ao_sph_lig1ao,349,2000.0,011,4.0,sph,1.0,807.87125,30856.308845000007,331.07500000000016,532,burst
349_2500K_001_Rs1ao_sph_lig1ao,349,2500.0,001,1.0,sph,1.0,24.45525,290930.9058999999,8.395,7,burst
349_2500K_001_Rs2ao_sph_lig1ao,349,2500.0,001,2.0,sph,1.0,131.68325,105518.47699500002,51.835,67,burst
349_2500K_011_Rs1ao_sph_lig1ao,349,2500.0,011,1.0,sph,1.0,62.871249999999996,382874.22975000006,17.075,9,burst
349_2500K_011_Rs2ao_sph_lig1ao,349,2500.0,011,2.0,sph,1.0,214.95025,136242.36842999997,69.49499999999998,70,burst
349_2500K_011_Rs3ao_sph_lig1ao,349,2500.0,011,3.0,sph,1.0,484.50475,67173.59343499999,170.40499999999992,222,burst
349_500K_001_Rs1ao_sph_lig1ao,349,500.0,001,1.0,sph,1.0,119.15825000000001,488964.0998,30.335000000000008,10,burst
349_500K_001_Rs2ao_sph_lig1ao,349,500.0,001,2.0,sph,1.0,547.17825,268461.43155000004,144.9349999999999,67,burst
349_500K_001_Rs3ao_sph_lig1ao,349,500.0,001,3.0,sph,1.0,1901.38625,177037.72749999995,484.7750000000001,225,burst
349_500K_001_Rs4ao_sph_lig1ao,349,500.0,001,4.0,sph,1.0,4233.465249999999,130493.58425,1075.195000000001,538,burst
349_500K_011_Rs1ao_sph_lig1ao,349,500.0,011,1.0,sph,1.0,106.88125,724592.2607999999,26.875000000000004,8,loopPunch
349_500K_011_Rs2ao_sph_lig1ao,349,500.0,011,2.0,sph,1.0,732.2277499999999,345553.54640000005,181.94499999999994,68,burst
349_500K_011_Rs3ao_sph_lig1ao,349,500.0,011,3.0,sph,1.0,2142.77225,205744.12795000005,534.0549999999997,227,loopPunch
349_500K_011_Rs4ao_sph_lig1ao,349,500.0,011,4.0,sph,1.0,4566.188250000001,156824.15509999997,1140.7350000000001,535,burst
350_1000K_001_Rs1ao_sph_lig1ao,350,1000.0,001,1.0,sph,1.0,72.52475,530501.1851,19.005000000000013,8,burst
350_1000K_001_Rs2ao_sph_lig1ao,350,1000.0,001,2.0,sph,1.0,511.48525,213500.01535000003,134.79500000000007,69,burst
350_1000K_001_Rs3ao_sph_lig1ao,350,1000.0,001,3.0,sph,1.0,1572.2277500000002,133211.786,407.9450000000002,224,burst
350_1000K_001_Rs4ao_sph_lig1ao,350,1000.0,001,4.0,sph,1.0,2943.71275,81241.19190000002,793.2450000000002,538,burst
350_1000K_011_Rs1ao_sph_lig1ao,350,1000.0,011,1.0,sph,1.0,105.59425,625617.0033,25.615000000000006,8,loopPunch
350_1000K_011_Rs2ao_sph_lig1ao,350,1000.0,011,2.0,sph,1.0,603.36625,270508.34779999993,153.17500000000007,68,burst
350_1000K_011_Rs3ao_sph_lig1ao,350,1000.0,011,3.0,sph,1.0,1971.68325,152025.04355,490.83499999999975,231,burst
350_1000K_011_Rs4ao_sph_lig1ao,350,1000.0,011,4.0,sph,1.0,4063.66325,131246.75065,1017.2350000000005,539,burst
350_1500K_001_Rs1ao_sph_lig1ao,350,1500.0,001,1.0,sph,1.0,79.80175000000001,602697.09985,19.465000000000014,7,burst
350_1500K_001_Rs2ao_sph_lig1ao,350,1500.0,001,2.0,sph,1.0,389.9999999999999,185254.18365,106.21000000000002,64,burst
350_1500K_001_Rs3ao_sph_lig1ao,350,1500.0,001,3.0,sph,1.0,967.9207500000001,83898.07208,280.0849999999998,226,burst
350_1500K_001_Rs4ao_sph_lig1ao,350,1500.0,001,4.0,sph,1.0,2174.40575,61497.25779999999,620.3850000000001,537,burst
350_1500K_011_Rs2ao_sph_lig1ao,350,1500.0,011,2.0,sph,1.0,542.1782499999999,262504.5582,135.935,62,burst
350_1500K_011_Rs3ao_sph_lig1ao,350,1500.0,011,3.0,sph,1.0,1729.20775,155555.50825,432.34500000000014,227,burst
350_1500K_011_Rs4ao_sph_lig1ao,350,1500.0,011,4.0,sph,1.0,3322.2277500000005,101857.837485,851.9449999999999,543,burst
350_2000K_001_Rs1ao_sph_lig1ao,350,2000.0,001,1.0,sph,1.0,44.15825,439428.65565,12.334999999999994,7,burst
350_2000K_001_Rs2ao_sph_lig1ao,350,2000.0,001,2.0,sph,1.0,274.60374999999993,135131.2613,82.42500000000004,68,burst
350_2000K_001_Rs3ao_sph_lig1ao,350,2000.0,001,3.0,sph,1.0,483.81174999999996,56919.32345500001,178.26500000000004,231,burst
350_2000K_001_Rs4ao_sph_lig1ao,350,2000.0,001,4.0,sph,1.0,583.76225,25704.20556,285.25500000000005,530,burst
350_2000K_011_Rs1ao_sph_lig1ao,350,2000.0,011,1.0,sph,1.0,45.29725,357490.72604999994,13.554999999999994,8,burst
350_2000K_011_Rs2ao_sph_lig1ao,350,2000.0,011,2.0,sph,1.0,523.6137500000001,219768.76520000002,131.22499999999997,66,burst
350_2000K_011_Rs3ao_sph_lig1ao,350,2000.0,011,3.0,sph,1.0,1518.1187499999999,140771.49275,383.1250000000003,224,burst
350_2000K_011_Rs4ao_sph_lig1ao,350,2000.0,011,4.0,sph,1.0,995.3962500000001,33425.543405000004,369.5750000000003,537,burst
350_2500K_001_Rs1ao_sph_lig1ao,350,2500.0,001,1.0,sph,1.0,17.27725,230231.61574500005,6.954999999999999,7,burst
350_2500K_011_Rs2ao_sph_lig1ao,350,2500.0,011,2.0,sph,1.0,196.78225000000003,128469.53683499999,65.85499999999998,69,burst
350_500K_001_Rs1ao_sph_lig1ao,350,500.0,001,1.0,sph,1.0,97.82175,794190.01315,24.065,6,burst
350_500K_001_Rs2ao_sph_lig1ao,350,500.0,001,2.0,sph,1.0,672.1287500000001,286647.85189999995,169.9249999999999,67,burst
350_500K_001_Rs3ao_sph_lig1ao,350,500.0,001,3.0,sph,1.0,1683.66325,149978.19535,443.2350000000001,228,burst
350_500K_001_Rs4ao_sph_lig1ao,350,500.0,001,4.0,sph,1.0,4186.782249999998,129213.03829999999,1063.8550000000002,534,burst
350_500K_011_Rs1ao_sph_lig1ao,350,500.0,011,1.0,sph,1.0,134.05925000000002,703021.40845,32.315,9,burst
350_500K_011_Rs2ao_sph_lig1ao,350,500.0,011,2.0,sph,1.0,684.5047500000001,327581.18435,172.4050000000001,68,loopPunch
350_500K_011_Rs3ao_sph_lig1ao,350,500.0,011,3.0,sph,1.0,1900.8912500000001,183681.64699999997,484.67500000000007,225,burst
350_500K_011_Rs4ao_sph_lig1ao,350,500.0,011,4.0,sph,1.0,4610.198249999999,158264.08549999996,1149.5350000000003,536,burst
351_1000K_001_Rs1ao_sph_lig1ao,351,1000.0,001,1.0,sph,1.0,84.50475,526489.3008,21.404999999999998,8,burst
351_1000K_001_Rs2ao_sph_lig1ao,351,1000.0,001,2.0,sph,1.0,529.10875,226182.95260000002,136.325,64,burst
351_1000K_001_Rs3ao_sph_lig1ao,351,1000.0,001,3.0,sph,1.0,1447.7722499999998,124251.37284999999,385.05500000000006,229,burst
351_1000K_001_Rs4ao_sph_lig1ao,351,1000.0,001,4.0,sph,1.0,3036.6832499999996,86227.30127499999,809.8349999999995,534,burst
351_1000K_011_Rs1ao_sph_lig1ao,351,1000.0,011,1.0,sph,1.0,95.64375,645393.7385999999,23.625000000000007,7,burst
351_1000K_011_Rs2ao_sph_lig1ao,351,1000.0,011,2.0,sph,1.0,621.6337500000001,301925.79475,154.82500000000005,63,loopPunch
351_1000K_011_Rs3ao_sph_lig1ao,351,1000.0,011,3.0,sph,1.0,1618.56425,152126.81985000003,417.2149999999998,224,burst
351_1000K_011_Rs4ao_sph_lig1ao,351,1000.0,011,4.0,sph,1.0,4032.67325,133339.37389999995,1009.0349999999997,532,burst
351_1500K_001_Rs1ao_sph_lig1ao,351,1500.0,001,1.0,sph,1.0,49.801750000000006,344282.25985000003,15.24499999999999,10,burst
351_1500K_001_Rs2ao_sph_lig1ao,351,1500.0,001,2.0,sph,1.0,406.18825000000004,179215.9634,110.73500000000001,66,burst
351_1500K_001_Rs3ao_sph_lig1ao,351,1500.0,001,3.0,sph,1.0,772.97025,69089.73300000002,242.09500000000003,229,burst
351_1500K_001_Rs4ao_sph_lig1ao,351,1500.0,001,4.0,sph,1.0,2141.88125,61730.779345,614.8750000000003,539,burst
351_1500K_011_Rs1ao_sph_lig1ao,351,1500.0,011,1.0,sph,1.0,102.67325,535076.7704,25.03499999999999,8,burst
351_1500K_011_Rs2ao_sph_lig1ao,351,1500.0,011,2.0,sph,1.0,554.8017500000001,231292.3424,140.4650000000001,68,burst
351_1500K_011_Rs3ao_sph_lig1ao,351,1500.0,011,3.0,sph,1.0,1676.33675,131945.08045,421.765,227,burst
351_1500K_011_Rs4ao_sph_lig1ao,351,1500.0,011,4.0,sph,1.0,3415.9407500000007,109609.3079,868.6850000000001,536,burst
351_2000K_001_Rs1ao_sph_lig1ao,351,2000.0,001,1.0,sph,1.0,52.079249999999995,437716.11365,14.914999999999997,9,burst
351_2000K_001_Rs2ao_sph_lig1ao,351,2000.0,001,2.0,sph,1.0,330.99024999999995,210144.68369999997,94.69500000000002,69,burst
351_2000K_001_Rs3ao_sph_lig1ao,351,2000.0,001,3.0,sph,1.0,580.84175,69345.72645,195.66500000000013,226,burst
351_2000K_001_Rs4ao_sph_lig1ao,351,2000.0,001,4.0,sph,1.0,533.7127499999999,23986.591650000002,276.24499999999995,533,burst
351_2000K_011_Rs1ao_sph_lig1ao,351,2000.0,011,1.0,sph,1.0,55.94075000000001,405001.88694999996,14.684999999999997,6,burst
351_2000K_011_Rs2ao_sph_lig1ao,351,2000.0,011,2.0,sph,1.0,563.5642499999999,213521.99014999994,141.2150000000001,69,burst
351_2000K_011_Rs3ao_sph_lig1ao,351,2000.0,011,3.0,sph,1.0,1456.08925,137621.3329,369.7150000000002,222,burst
351_2000K_011_Rs4ao_sph_lig1ao,351,2000.0,011,4.0,sph,1.0,2931.5347500000007,91335.83568000002,757.8049999999997,539,burst
351_2500K_001_Rs2ao_sph_lig1ao,351,2500.0,001,2.0,sph,1.0,161.68325000000002,112805.367655,58.834999999999965,70,burst
351_2500K_011_Rs1ao_sph_lig1ao,351,2500.0,011,1.0,sph,1.0,37.376250000000006,363484.26660000003,11.974999999999994,9,loopPunch
351_2500K_011_Rs2ao_sph_lig1ao,351,2500.0,011,2.0,sph,1.0,334.30675,164301.26415,91.36499999999995,63,burst
351_2500K_011_Rs3ao_sph_lig1ao,351,2500.0,011,3.0,sph,1.0,240.79225,37156.743930000004,120.65500000000003,221,burst
351_500K_001_Rs1ao_sph_lig1ao,351,500.0,001,1.0,sph,1.0,106.88125,704921.3249,26.875000000000004,9,burst
351_500K_001_Rs2ao_sph_lig1ao,351,500.0,001,2.0,sph,1.0,609.55425,279551.62795,156.41499999999996,65,burst
351_500K_001_Rs3ao_sph_lig1ao,351,500.0,001,3.0,sph,1.0,1871.8317500000003,174990.2032,479.8649999999998,226,burst
351_500K_001_Rs4ao_sph_lig1ao,351,500.0,001,4.0,sph,1.0,3840.09925,111375.81685,995.515,535,burst
351_500K_011_Rs1ao_sph_lig1ao,351,500.0,011,1.0,sph,1.0,135.14875,708543.7887000003,32.525000000000006,9,burst
351_500K_011_Rs2ao_sph_lig1ao,351,500.0,011,2.0,sph,1.0,683.3167500000001,319589.6895,173.16500000000002,69,burst
351_500K_011_Rs3ao_sph_lig1ao,351,500.0,011,3.0,sph,1.0,2129.2572500000006,211909.40709999998,530.3549999999999,225,burst
351_500K_011_Rs4ao_sph_lig1ao,351,500.0,011,4.0,sph,1.0,4612.22775,159006.54125,1148.945,532,burst
352_1000K_001_Rs1ao_sph_lig1ao,352,1000.0,001,1.0,sph,1.0,78.11875,550549.22265,20.125000000000004,8,burst
352_1000K_001_Rs2ao_sph_lig1ao,352,1000.0,001,2.0,sph,1.0,603.4652500000001,268616.78474999993,152.1949999999999,66,burst
352_1000K_001_Rs3ao_sph_lig1ao,352,1000.0,001,3.0,sph,1.0,1430.4457500000003,121510.13819999996,379.5849999999997,223,burst
352_1000K_001_Rs4ao_sph_lig1ao,352,1000.0,001,4.0,sph,1.0,3557.32675,106390.27213499999,912.9650000000005,531,burst
352_1000K_011_Rs1ao_sph_lig1ao,352,1000.0,011,1.0,sph,1.0,121.58425,563112.5755999999,29.815000000000005,9,burst
352_1000K_011_Rs2ao_sph_lig1ao,352,1000.0,011,2.0,sph,1.0,608.1682500000001,302787.24590000004,151.13499999999993,62,loopPunch
352_1000K_011_Rs3ao_sph_lig1ao,352,1000.0,011,3.0,sph,1.0,1734.2572500000003,159196.50184999994,442.35499999999985,229,burst
352_1000K_011_Rs4ao_sph_lig1ao,352,1000.0,011,4.0,sph,1.0,4117.27725,135828.04859999998,1027.9550000000002,538,burst
352_1500K_001_Rs1ao_sph_lig1ao,352,1500.0,001,1.0,sph,1.0,89.25725,348772.86960000003,23.355000000000015,11,burst
352_1500K_001_Rs2ao_sph_lig1ao,352,1500.0,001,2.0,sph,1.0,499.80175,236604.26165000003,128.46499999999995,65,burst
352_1500K_001_Rs3ao_sph_lig1ao,352,1500.0,001,3.0,sph,1.0,903.4157500000001,78916.75354999998,267.18499999999983,227,burst
352_1500K_001_Rs4ao_sph_lig1ao,352,1500.0,001,4.0,sph,1.0,2390.79225,69819.46615500002,663.6550000000003,536,burst
352_1500K_011_Rs1ao_sph_lig1ao,352,1500.0,011,1.0,sph,1.0,62.67325,422656.2891,16.035000000000004,7,burst
352_1500K_011_Rs2ao_sph_lig1ao,352,1500.0,011,2.0,sph,1.0,609.25725,247161.79584999997,152.3549999999999,70,burst
352_1500K_011_Rs3ao_sph_lig1ao,352,1500.0,011,3.0,sph,1.0,1707.7227500000001,161182.6797,427.04499999999996,222,burst
352_1500K_011_Rs4ao_sph_lig1ao,352,1500.0,011,4.0,sph,1.0,3583.71275,113382.51565000002,901.2449999999998,535,burst
352_2000K_001_Rs1ao_sph_lig1ao,352,2000.0,001,1.0,sph,1.0,50.54475000000001,346056.13835,14.604999999999997,9,burst
352_2000K_001_Rs2ao_sph_lig1ao,352,2000.0,001,2.0,sph,1.0,232.17825000000002,113409.444885,73.935,68,burst
352_2000K_001_Rs3ao_sph_lig1ao,352,2000.0,001,3.0,sph,1.0,608.1682500000001,71496.461985,201.13499999999993,224,burst
352_2000K_011_Rs2ao_sph_lig1ao,352,2000.0,011,2.0,sph,1.0,292.17825000000005,185157.7895,84.93500000000003,66,burst
352_2000K_011_Rs3ao_sph_lig1ao,352,2000.0,011,3.0,sph,1.0,1497.37625,139542.44295,378.97499999999974,224,burst
352_2000K_011_Rs4ao_sph_lig1ao,352,2000.0,011,4.0,sph,1.0,1414.5542500000001,50243.41995500001,453.41499999999985,537,burst
352_2500K_001_Rs1ao_sph_lig1ao,352,2500.0,001,1.0,sph,1.0,23.762249999999998,229122.41429,8.254999999999999,7,burst
352_2500K_001_Rs2ao_sph_lig1ao,352,2500.0,001,2.0,sph,1.0,123.66325,108644.77486,50.235000000000014,67,burst
352_2500K_011_Rs3ao_sph_lig1ao,352,2500.0,011,3.0,sph,1.0,632.12875,80978.99088500002,200.92499999999995,225,burst
352_500K_001_Rs1ao_sph_lig1ao,352,500.0,001,1.0,sph,1.0,110.59425,551228.2201,28.61499999999999,10,burst
352_500K_001_Rs2ao_sph_lig1ao,352,500.0,001,2.0,sph,1.0,656.18825,326156.42530000006,165.73500000000007,65,burst
352_500K_001_Rs3ao_sph_lig1ao,352,500.0,001,3.0,sph,1.0,1830.8912500000004,171726.21920000002,470.6750000000002,223,burst
352_500K_001_Rs4ao_sph_lig1ao,352,500.0,001,4.0,sph,1.0,4136.584250000001,123525.60060000002,1056.8149999999996,542,burst
352_500K_011_Rs1ao_sph_lig1ao,352,500.0,011,1.0,sph,1.0,115.89125,626940.7356000002,29.675,10,burst
352_500K_011_Rs2ao_sph_lig1ao,352,500.0,011,2.0,sph,1.0,699.1087500000001,347274.11925000005,174.325,65,loopPunch
352_500K_011_Rs3ao_sph_lig1ao,352,500.0,011,3.0,sph,1.0,2097.1287500000003,206692.67549999995,524.925,226,burst
352_500K_011_Rs4ao_sph_lig1ao,352,500.0,011,4.0,sph,1.0,4579.65325,157397.9864,1142.4349999999995,533,burst
353_1000K_001_Rs1ao_sph_lig1ao,353,1000.0,001,1.0,sph,1.0,108.46525,420318.89820000005,28.195,11,burst
353_1000K_001_Rs2ao_sph_lig1ao,353,1000.0,001,2.0,sph,1.0,523.31675,222039.2245,137.16499999999996,69,burst
353_1000K_001_Rs3ao_sph_lig1ao,353,1000.0,001,3.0,sph,1.0,1465.3467500000002,125239.11589999999,387.56500000000005,226,burst
353_1000K_001_Rs4ao_sph_lig1ao,353,1000.0,001,4.0,sph,1.0,3454.4057500000004,102241.79642999999,896.3850000000001,543,burst
353_1000K_011_Rs1ao_sph_lig1ao,353,1000.0,011,1.0,sph,1.0,102.72275000000002,610888.9133499999,25.044999999999987,8,burst
353_1000K_011_Rs2ao_sph_lig1ao,353,1000.0,011,2.0,sph,1.0,641.8812499999999,262758.33320000005,161.87499999999994,70,loopPunch
353_1000K_011_Rs3ao_sph_lig1ao,353,1000.0,011,3.0,sph,1.0,1889.8017500000003,182077.01615000004,471.4650000000001,223,burst
353_1000K_011_Rs4ao_sph_lig1ao,353,1000.0,011,4.0,sph,1.0,3935.3467499999997,129598.0623,990.5650000000002,536,burst
353_1500K_001_Rs1ao_sph_lig1ao,353,1500.0,001,1.0,sph,1.0,82.87125,456482.57074999996,21.075,9,burst
353_1500K_001_Rs2ao_sph_lig1ao,353,1500.0,001,2.0,sph,1.0,349.80175,168026.95320000002,99.465,68,burst
353_1500K_001_Rs3ao_sph_lig1ao,353,1500.0,001,3.0,sph,1.0,1024.25725,92866.44073,290.35499999999985,224,burst
353_1500K_001_Rs4ao_sph_lig1ao,353,1500.0,001,4.0,sph,1.0,933.81175,27677.374765,374.265,544,burst
353_1500K_011_Rs1ao_sph_lig1ao,353,1500.0,011,1.0,sph,1.0,52.77225,395630.83314999996,15.054999999999998,9,burst
353_1500K_011_Rs2ao_sph_lig1ao,353,1500.0,011,2.0,sph,1.0,558.1682500000001,250433.54760000002,139.13499999999993,63,burst
353_1500K_011_Rs3ao_sph_lig1ao,353,1500.0,011,3.0,sph,1.0,1554.90075,142666.86615,397.485,226,burst
353_1500K_011_Rs4ao_sph_lig1ao,353,1500.0,011,4.0,sph,1.0,3572.02975,112605.818,900.9049999999999,540,burst
353_2000K_001_Rs1ao_sph_lig1ao,353,2000.0,001,1.0,sph,1.0,48.96025,436648.1018000001,13.294999999999998,6,burst
353_2000K_001_Rs2ao_sph_lig1ao,353,2000.0,001,2.0,sph,1.0,271.18825000000004,134824.6316,81.73500000000007,68,burst
353_2000K_001_Rs3ao_sph_lig1ao,353,2000.0,001,3.0,sph,1.0,969.1582500000001,98304.32593,274.33500000000004,229,burst
353_2000K_001_Rs4ao_sph_lig1ao,353,2000.0,001,4.0,sph,1.0,799.40575,30116.55033,332.3850000000001,543,burst
353_2000K_011_Rs1ao_sph_lig1ao,353,2000.0,011,1.0,sph,1.0,65.89125,451706.91825000005,17.674999999999986,8,burst
353_2000K_011_Rs2ao_sph_lig1ao,353,2000.0,011,2.0,sph,1.0,547.57425,219090.71700000003,138.015,69,burst
353_2000K_011_Rs3ao_sph_lig1ao,353,2000.0,011,3.0,sph,1.0,1367.27725,125740.20305000001,352.95499999999987,224,burst
353_2000K_011_Rs4ao_sph_lig1ao,353,2000.0,011,4.0,sph,1.0,2951.2377500000002,94500.819795,759.7449999999995,535,burst
353_2500K_001_Rs1ao_sph_lig1ao,353,2500.0,001,1.0,sph,1.0,29.257250000000006,155970.5945675,9.355000000000008,8,burst
353_2500K_011_Rs1ao_sph_lig1ao,353,2500.0,011,1.0,sph,1.0,46.03975,354214.9281,13.704999999999991,10,loopPunch
353_2500K_011_Rs2ao_sph_lig1ao,353,2500.0,011,2.0,sph,1.0,174.10875000000001,141865.99714999998,60.32500000000001,67,burst
353_2500K_011_Rs3ao_sph_lig1ao,353,2500.0,011,3.0,sph,1.0,647.97025,84819.84159,203.09500000000003,222,burst
353_500K_001_Rs1ao_sph_lig1ao,353,500.0,001,1.0,sph,1.0,105.59425,649943.9905499999,26.615000000000006,8,burst
353_500K_001_Rs2ao_sph_lig1ao,353,500.0,001,2.0,sph,1.0,639.0592500000001,303696.42955000006,163.315,67,burst
353_500K_001_Rs3ao_sph_lig1ao,353,500.0,001,3.0,sph,1.0,2029.70275,189303.35895000002,510.4450000000001,225,burst
353_500K_001_Rs4ao_sph_lig1ao,353,500.0,001,4.0,sph,1.0,4311.039749999999,128770.88285000001,1090.705,539,burst
353_500K_011_Rs1ao_sph_lig1ao,353,500.0,011,1.0,sph,1.0,125.19825,655328.1098499999,30.535000000000007,9,loopPunch
353_500K_011_Rs2ao_sph_lig1ao,353,500.0,011,2.0,sph,1.0,685.2477500000001,322216.77969999996,172.54500000000007,68,burst
353_500K_011_Rs3ao_sph_lig1ao,353,500.0,011,3.0,sph,1.0,2094.1582499999995,208791.8564,522.3349999999999,222,burst
353_500K_011_Rs4ao_sph_lig1ao,353,500.0,011,4.0,sph,1.0,4611.089249999999,159320.55895000004,1148.7149999999997,534,burst
354_1000K_001_Rs1ao_sph_lig1ao,354,1000.0,001,1.0,sph,1.0,91.08924999999999,591497.11505,22.71500000000001,8,burst
354_1000K_001_Rs2ao_sph_lig1ao,354,1000.0,001,2.0,sph,1.0,495.39625,216003.06924999997,131.57499999999996,67,burst
354_1000K_001_Rs3ao_sph_lig1ao,354,1000.0,001,3.0,sph,1.0,1740.29725,151300.25840000005,442.5550000000001,225,burst
354_1000K_001_Rs4ao_sph_lig1ao,354,1000.0,001,4.0,sph,1.0,3938.51475,121077.91055,992.2050000000005,539,burst
354_1000K_011_Rs1ao_sph_lig1ao,354,1000.0,011,1.0,sph,1.0,87.17824999999999,565911.9583999999,22.935000000000013,9,burst
354_1000K_011_Rs2ao_sph_lig1ao,354,1000.0,011,2.0,sph,1.0,603.76225,266339.77515,153.25500000000005,68,burst
354_1000K_011_Rs3ao_sph_lig1ao,354,1000.0,011,3.0,sph,1.0,1906.0892500000002,177117.6754,474.715,224,burst
354_1000K_011_Rs4ao_sph_lig1ao,354,1000.0,011,4.0,sph,1.0,3903.3167500000004,129486.24375000001,982.1649999999996,529,burst
354_1500K_001_Rs1ao_sph_lig1ao,354,1500.0,001,1.0,sph,1.0,49.207750000000004,500258.65005,14.344999999999992,8,burst
354_1500K_001_Rs2ao_sph_lig1ao,354,1500.0,001,2.0,sph,1.0,410.09925000000004,181810.59610000002,111.51499999999999,67,burst
354_1500K_001_Rs3ao_sph_lig1ao,354,1500.0,001,3.0,sph,1.0,914.3562499999999,84194.56701999999,269.3750000000002,226,burst
354_1500K_001_Rs4ao_sph_lig1ao,354,1500.0,001,4.0,sph,1.0,2605.1487500000007,76916.37505,707.5249999999996,541,burst
354_1500K_011_Rs2ao_sph_lig1ao,354,1500.0,011,2.0,sph,1.0,599.95025,244182.3258,149.495,67,loopPunch
354_1500K_011_Rs3ao_sph_lig1ao,354,1500.0,011,3.0,sph,1.0,1688.51475,159394.98705000003,423.2050000000001,224,burst
354_1500K_011_Rs4ao_sph_lig1ao,354,1500.0,011,4.0,sph,1.0,3521.43575,112454.9084,887.7850000000004,532,burst
354_2000K_001_Rs1ao_sph_lig1ao,354,2000.0,001,1.0,sph,1.0,48.81175,483515.15199999994,14.264999999999993,8,burst
354_2000K_001_Rs2ao_sph_lig1ao,354,2000.0,001,2.0,sph,1.0,212.92075,104976.60371000001,70.08500000000004,68,burst
354_2000K_001_Rs3ao_sph_lig1ao,354,2000.0,001,3.0,sph,1.0,457.07925000000006,48001.959839999996,170.91500000000013,226,burst
354_2000K_001_Rs4ao_sph_lig1ao,354,2000.0,001,4.0,sph,1.0,1730.1487499999998,53414.075840000005,517.5249999999999,541,burst
354_2000K_011_Rs2ao_sph_lig1ao,354,2000.0,011,2.0,sph,1.0,433.36625,192166.892,113.17499999999995,65,burst
354_2000K_011_Rs3ao_sph_lig1ao,354,2000.0,011,3.0,sph,1.0,1395.14875,128176.447,358.5250000000002,226,burst
354_2000K_011_Rs4ao_sph_lig1ao,354,2000.0,011,4.0,sph,1.0,1077.7722500000002,38024.82399999999,387.05500000000006,542,burst
354_2500K_001_Rs2ao_sph_lig1ao,354,2500.0,001,2.0,sph,1.0,119.50475,98050.98189499998,47.14000000000002,62,burst
354_2500K_011_Rs1ao_sph_lig1ao,354,2500.0,011,1.0,sph,1.0,63.51475,476897.8172999999,17.204999999999995,9,burst
354_2500K_011_Rs2ao_sph_lig1ao,354,2500.0,011,2.0,sph,1.0,247.17825,138841.03165000002,75.93500000000003,69,burst
354_2500K_011_Rs3ao_sph_lig1ao,354,2500.0,011,3.0,sph,1.0,615.4457500000001,78241.111205,197.58500000000004,227,burst
354_2500K_011_Rs4ao_sph_lig1ao,354,2500.0,011,4.0,sph,1.0,1118.36625,47101.08855499999,380.17499999999984,529,burst
354_500K_001_Rs1ao_sph_lig1ao,354,500.0,001,1.0,sph,1.0,91.08924999999999,576018.92485,23.715000000000007,8,burst
354_500K_001_Rs2ao_sph_lig1ao,354,500.0,001,2.0,sph,1.0,638.7127500000001,288496.3532,163.245,68,burst
354_500K_001_Rs3ao_sph_lig1ao,354,500.0,001,3.0,sph,1.0,1628.8612500000002,147640.35919999998,432.2750000000001,228,burst
354_500K_001_Rs4ao_sph_lig1ao,354,500.0,001,4.0,sph,1.0,4057.3762500000003,121741.70339999998,1038.9750000000004,536,burst
354_500K_011_Rs1ao_sph_lig1ao,354,500.0,011,1.0,sph,1.0,99.60375,753371.5829,24.425,7,burst
354_500K_011_Rs2ao_sph_lig1ao,354,500.0,011,2.0,sph,1.0,661.08925,343318.62065,166.71500000000006,64,loopPunch
354_500K_011_Rs3ao_sph_lig1ao,354,500.0,011,3.0,sph,1.0,2075.84175,203520.89224999998,519.6650000000002,224,burst
354_500K_011_Rs4ao_sph_lig1ao,354,500.0,011,4.0,sph,1.0,4680.148750000001,158919.7865,1164.5250000000005,539,burst
355_1000K_001_Rs1ao_sph_lig1ao,355,1000.0,001,1.0,sph,1.0,75.54475000000001,596111.8669499999,20.604999999999993,9,burst
355_1000K_001_Rs2ao_sph_lig1ao,355,1000.0,001,2.0,sph,1.0,582.57425,249833.5769,149.01500000000001,67,burst
355_1000K_001_Rs3ao_sph_lig1ao,355,1000.0,001,3.0,sph,1.0,1536.3367500000002,128017.09424999998,401.765,226,burst
355_1000K_001_Rs4ao_sph_lig1ao,355,1000.0,001,4.0,sph,1.0,2509.4057500000004,66981.4512,706.3849999999996,538,burst
355_1000K_011_Rs1ao_sph_lig1ao,355,1000.0,011,1.0,sph,1.0,120.89125000000001,631933.9364000001,29.675,9,burst
355_1000K_011_Rs2ao_sph_lig1ao,355,1000.0,011,2.0,sph,1.0,669.4552500000001,295410.4469,166.3950000000001,68,loopPunch
355_1000K_011_Rs3ao_sph_lig1ao,355,1000.0,011,3.0,sph,1.0,1750.49525,166015.74970000004,444.59500000000025,225,burst
